"MONATSZAHL","AUSPRÄGUNG","JAHR","MONAT","WERT","VORJAHRESWERT","VERÄND_VORMONAT_PROZENT","VERÄND_VORJAHRESMONAT_PROZENT","ZWÖLF_MONATE_MITTELWERT"
"Arbeitslose","Langzeitarbeitslose",2016,"201612",9762,10747,-2.43,-9.17,10363
"Arbeitslose","Langzeitarbeitslose",2015,"201501",11264,11708,5.59,-3.79,11201
"Arbeitslose","Langzeitarbeitslose",2015,"201502",11024,11453,-2.13,-3.75,11165
"Arbeitslose","Langzeitarbeitslose",2015,"201503",10881,11494,-1.3,-5.33,11114
"Arbeitslose","Langzeitarbeitslose",2015,"201504",11012,11338,1.2,-2.88,11087
"Arbeitslose","Langzeitarbeitslose",2015,"201505",10875,11330,-1.24,-4.02,11049
"Arbeitslose","Langzeitarbeitslose",2015,"201506",10928,11305,0.49,-3.33,11018
"Arbeitslose","Langzeitarbeitslose",2015,"201507",10970,11291,0.38,-2.84,10991
"Arbeitslose","Langzeitarbeitslose",2015,"201508",10912,11101,-0.53,-1.7,10975
"Arbeitslose","Langzeitarbeitslose",2015,"201509",11031,11176,1.09,-1.3,10963
"Arbeitslose","Langzeitarbeitslose",2015,"201510",11041,11147,0.09,-0.95,10954
"Arbeitslose","Langzeitarbeitslose",2015,"201511",10939,10845,-0.92,0.87,10962
"Arbeitslose","Langzeitarbeitslose",2015,"201512",10747,10668,-1.76,0.74,10969
"Arbeitslose","Langzeitarbeitslose",2014,"201401",11708,11719,5.73,-0.09,11364
"Arbeitslose","Langzeitarbeitslose",2014,"201402",11453,11550,-2.18,-0.84,11356
"Arbeitslose","Langzeitarbeitslose",2014,"201403",11494,11274,0.36,1.95,11374
"Arbeitslose","Langzeitarbeitslose",2014,"201404",11338,11324,-1.36,0.12,11375
"Arbeitslose","Langzeitarbeitslose",2014,"201405",11330,11370,-0.07,-0.35,11372
"Arbeitslose","Langzeitarbeitslose",2014,"201406",11305,11328,-0.22,-0.2,11370
"Arbeitslose","Langzeitarbeitslose",2014,"201407",11291,11413,-0.12,-1.07,11360
"Arbeitslose","Langzeitarbeitslose",2014,"201408",11101,11435,-1.68,-2.92,11332
"Arbeitslose","Langzeitarbeitslose",2014,"201409",11176,11315,0.68,-1.23,11321
"Arbeitslose","Langzeitarbeitslose",2014,"201410",11147,11404,-0.26,-2.25,11299
"Arbeitslose","Langzeitarbeitslose",2014,"201411",10845,11173,-2.71,-2.94,11272
"Arbeitslose","Langzeitarbeitslose",2014,"201412",10668,11073,-1.63,-3.66,11238
"Arbeitslose","Langzeitarbeitslose",2013,"201301",11719,10623,6.71,10.32,10779
"Arbeitslose","Langzeitarbeitslose",2013,"201302",11550,10586,-1.44,9.11,10859
"Arbeitslose","Langzeitarbeitslose",2013,"201303",11274,10461,-2.39,7.77,10927
"Arbeitslose","Langzeitarbeitslose",2013,"201304",11324,10590,0.44,6.93,10988
"Arbeitslose","Langzeitarbeitslose",2013,"201305",11370,10523,0.41,8.05,11059
"Arbeitslose","Langzeitarbeitslose",2013,"201306",11328,10651,-0.37,6.36,11115
"Arbeitslose","Langzeitarbeitslose",2013,"201307",11413,10673,0.75,6.93,11177
"Arbeitslose","Langzeitarbeitslose",2013,"201308",11435,10718,0.19,6.69,11237
"Arbeitslose","Langzeitarbeitslose",2013,"201309",11315,10742,-1.05,5.33,11284
"Arbeitslose","Langzeitarbeitslose",2013,"201310",11404,10863,0.79,4.98,11330
"Arbeitslose","Langzeitarbeitslose",2013,"201311",11173,10840,-2.03,3.07,11357
"Arbeitslose","Langzeitarbeitslose",2013,"201312",11073,10982,-0.9,0.83,11365
"Arbeitslose","Langzeitarbeitslose",2012,"201201",10623,11616,6.17,-8.55,10720
"Arbeitslose","Langzeitarbeitslose",2012,"201202",10586,11251,-0.35,-5.91,10664
"Arbeitslose","Langzeitarbeitslose",2012,"201203",10461,11485,-1.18,-8.92,10579
"Arbeitslose","Langzeitarbeitslose",2012,"201204",10590,11207,1.23,-5.51,10528
"Arbeitslose","Langzeitarbeitslose",2012,"201205",10523,11051,-0.63,-4.78,10484
"Arbeitslose","Langzeitarbeitslose",2012,"201206",10651,10982,1.22,-3.01,10456
"Arbeitslose","Langzeitarbeitslose",2012,"201207",10673,10532,0.21,1.34,10468
"Arbeitslose","Langzeitarbeitslose",2012,"201208",10718,10444,0.42,2.62,10491
"Arbeitslose","Langzeitarbeitslose",2012,"201209",10742,10381,0.22,3.48,10521
"Arbeitslose","Langzeitarbeitslose",2012,"201210",10863,10384,1.13,4.61,10561
"Arbeitslose","Langzeitarbeitslose",2012,"201211",10840,10290,-0.21,5.34,10606
"Arbeitslose","Langzeitarbeitslose",2012,"201212",10982,10006,1.31,9.75,10688
"Arbeitslose","Langzeitarbeitslose",2011,"201101",11616,12820,2.53,-9.39,11774
"Arbeitslose","Langzeitarbeitslose",2011,"201102",11251,12620,-3.14,-10.85,11660
"Arbeitslose","Langzeitarbeitslose",2011,"201103",11485,12488,2.08,-8.03,11576
"Arbeitslose","Langzeitarbeitslose",2011,"201104",11207,12568,-2.42,-10.83,11463
"Arbeitslose","Langzeitarbeitslose",2011,"201105",11051,12140,-1.39,-8.97,11372
"Arbeitslose","Langzeitarbeitslose",2011,"201106",10982,11960,-0.62,-8.18,11291
"Arbeitslose","Langzeitarbeitslose",2011,"201107",10532,11481,-4.1,-8.27,11212
"Arbeitslose","Langzeitarbeitslose",2011,"201108",10444,11347,-0.84,-7.96,11136
"Arbeitslose","Langzeitarbeitslose",2011,"201109",10381,11275,-0.6,-7.93,11062
"Arbeitslose","Langzeitarbeitslose",2011,"201110",10384,11199,0.03,-7.28,10994
"Arbeitslose","Langzeitarbeitslose",2011,"201111",10290,11264,-0.91,-8.65,10913
"Arbeitslose","Langzeitarbeitslose",2011,"201112",10006,11329,-2.76,-11.68,10802
"Arbeitslose","Langzeitarbeitslose",2010,"201001",12820,12375,4.06,3.6,12433
"Arbeitslose","Langzeitarbeitslose",2010,"201002",12620,12162,-1.56,3.77,12471
"Arbeitslose","Langzeitarbeitslose",2010,"201003",12488,12068,-1.05,3.48,12506
"Arbeitslose","Langzeitarbeitslose",2010,"201004",12568,12317,0.64,2.04,12527
"Arbeitslose","Langzeitarbeitslose",2010,"201005",12140,12261,-3.41,-0.99,12517
"Arbeitslose","Langzeitarbeitslose",2010,"201006",11960,12391,-1.48,-3.48,12481
"Arbeitslose","Langzeitarbeitslose",2010,"201007",11481,12478,-4.01,-7.99,12398
"Arbeitslose","Langzeitarbeitslose",2010,"201008",11347,12512,-1.17,-9.31,12301
"Arbeitslose","Langzeitarbeitslose",2010,"201009",11275,12672,-0.63,-11.02,12184
"Arbeitslose","Langzeitarbeitslose",2010,"201010",11199,12646,-0.67,-11.44,12064
"Arbeitslose","Langzeitarbeitslose",2010,"201011",11264,12548,0.58,-10.23,11957
"Arbeitslose","Langzeitarbeitslose",2010,"201012",11329,12320,0.58,-8.04,11874
"Arbeitslose","Langzeitarbeitslose",2009,"200901",12375,14353,2.31,-13.78,12907
"Arbeitslose","Langzeitarbeitslose",2009,"200902",12162,13961,-1.72,-12.89,12757
"Arbeitslose","Langzeitarbeitslose",2009,"200903",12068,13718,-0.77,-12.03,12619
"Arbeitslose","Langzeitarbeitslose",2009,"200904",12317,13516,2.06,-8.87,12519
"Arbeitslose","Langzeitarbeitslose",2009,"200905",12261,13114,-0.45,-6.5,12448
"Arbeitslose","Langzeitarbeitslose",2009,"200906",12391,12905,1.06,-3.98,12406
"Arbeitslose","Langzeitarbeitslose",2009,"200907",12478,12816,0.7,-2.64,12377
"Arbeitslose","Langzeitarbeitslose",2009,"200908",12512,12796,0.27,-2.22,12354
"Arbeitslose","Langzeitarbeitslose",2009,"200909",12672,12610,1.28,0.49,12359
"Arbeitslose","Langzeitarbeitslose",2009,"200910",12646,12610,-0.21,0.29,12362
"Arbeitslose","Langzeitarbeitslose",2009,"200911",12548,12364,-0.77,1.49,12377
"Arbeitslose","Langzeitarbeitslose",2009,"200912",12320,12096,-1.82,1.85,12396
"Arbeitslose","Langzeitarbeitslose",2008,"200801",14353,21238,0.85,-32.42,17324
"Arbeitslose","Langzeitarbeitslose",2008,"200802",13961,20833,-2.73,-32.99,16751
"Arbeitslose","Langzeitarbeitslose",2008,"200803",13718,20125,-1.74,-31.84,16217
"Arbeitslose","Langzeitarbeitslose",2008,"200804",13516,19823,-1.47,-31.82,15692
"Arbeitslose","Langzeitarbeitslose",2008,"200805",13114,18851,-2.97,-30.43,15214
"Arbeitslose","Langzeitarbeitslose",2008,"200806",12905,18283,-1.59,-29.42,14766
"Arbeitslose","Langzeitarbeitslose",2008,"200807",12816,17558,-0.69,-27.01,14370
"Arbeitslose","Langzeitarbeitslose",2008,"200808",12796,16914,-0.16,-24.35,14027
"Arbeitslose","Langzeitarbeitslose",2008,"200809",12610,16095,-1.45,-21.65,13737
"Arbeitslose","Langzeitarbeitslose",2008,"200810",12610,15736,0,-19.87,13476
"Arbeitslose","Langzeitarbeitslose",2008,"200811",12364,15085,-1.95,-18.04,13250
"Arbeitslose","Langzeitarbeitslose",2008,"200812",12096,14232,-2.17,-15.01,13072
"Arbeitslose","Langzeitarbeitslose",2007,"200701",21238,23260,1.39,-8.69,22466
"Arbeitslose","Langzeitarbeitslose",2007,"200702",20833,23671,-1.91,-11.99,22229
"Arbeitslose","Langzeitarbeitslose",2007,"200703",20125,23497,-3.4,-14.35,21948
"Arbeitslose","Langzeitarbeitslose",2007,"200704",19823,23086,-1.5,-14.13,21676
"Arbeitslose","Langzeitarbeitslose",2007,"200705",18851,23063,-4.9,-18.26,21325
"Arbeitslose","Langzeitarbeitslose",2007,"200706",18283,23110,-3.01,-20.89,20923
"Arbeitslose","Langzeitarbeitslose",2007,"200707",17558,22853,-3.97,-23.17,20482
"Arbeitslose","Langzeitarbeitslose",2007,"200708",16914,22566,-3.67,-25.05,20011
"Arbeitslose","Langzeitarbeitslose",2007,"200709",16095,22197,-4.84,-27.49,19502
"Arbeitslose","Langzeitarbeitslose",2007,"200710",15736,21920,-2.23,-28.21,18987
"Arbeitslose","Langzeitarbeitslose",2007,"200711",15085,21438,-4.14,-29.63,18457
"Arbeitslose","Langzeitarbeitslose",2007,"200712",14232,20947,-5.65,-32.06,17898
"Arbeitslose","Langzeitarbeitslose",2006,"200601",23260,,,,23260
"Arbeitslose","Langzeitarbeitslose",2006,"200602",23671,,1.77,,23466
"Arbeitslose","Langzeitarbeitslose",2006,"200603",23497,,-0.74,,23476
"Arbeitslose","Langzeitarbeitslose",2006,"200604",23086,,-1.75,,23379
"Arbeitslose","Langzeitarbeitslose",2006,"200605",23063,,-0.1,,23315
"Arbeitslose","Langzeitarbeitslose",2006,"200606",23110,,0.2,,23281
"Arbeitslose","Langzeitarbeitslose",2006,"200607",22853,,-1.11,,23220
"Arbeitslose","Langzeitarbeitslose",2006,"200608",22566,,-1.26,,23138
"Arbeitslose","Langzeitarbeitslose",2006,"200609",22197,,-1.64,,23034
"Arbeitslose","Langzeitarbeitslose",2006,"200610",21920,,-1.25,,22922
"Arbeitslose","Langzeitarbeitslose",2006,"200611",21438,,-2.2,,22787
"Arbeitslose","Langzeitarbeitslose",2006,"200612",20947,,-2.29,,22634
"Arbeitslose","Männer",2022,"202201",20915,25919,10.21,-19.31,22300
"Arbeitslose","Männer",2022,"202202",20267,26099,-3.1,-22.35,21814
"Arbeitslose","Männer",2022,"202203",19507,25676,-3.75,-24.03,21300
"Arbeitslose","Männer",2022,"202204",18784,24819,-3.71,-24.32,20797
"Arbeitslose","Männer",2022,"202205",18118,24020,-3.55,-24.57,20305
"Arbeitslose","Männer",2022,"202206",18251,23254,0.73,-21.51,19888
"Arbeitslose","Männer",2022,"202207",18776,22567,2.88,-16.8,19573
"Arbeitslose","Männer",2022,"202208",19476,21933,3.73,-11.2,19368
"Arbeitslose","Männer",2022,"202209",,20696,,,
"Arbeitslose","Männer",2022,"202210",,19722,,,
"Arbeitslose","Männer",2022,"202211",,18923,,,
"Arbeitslose","Männer",2022,"202212",,18978,,,
"Arbeitslose","Männer",2021,"202101",25919,18439,12.35,40.57,23568
"Arbeitslose","Männer",2021,"202102",26099,18115,0.69,44.07,24233
"Arbeitslose","Männer",2021,"202103",25676,17753,-1.62,44.63,24894
"Arbeitslose","Männer",2021,"202104",24819,22382,-3.34,10.89,25097
"Arbeitslose","Männer",2021,"202105",24020,24846,-3.22,-3.32,25028
"Arbeitslose","Männer",2021,"202106",23254,25634,-3.19,-9.28,24830
"Arbeitslose","Männer",2021,"202107",22567,25811,-2.95,-12.57,24559
"Arbeitslose","Männer",2021,"202108",21933,26212,-2.81,-16.32,24203
"Arbeitslose","Männer",2021,"202109",20696,25478,-5.64,-18.77,23804
"Arbeitslose","Männer",2021,"202110",19722,24401,-4.71,-19.18,23414
"Arbeitslose","Männer",2021,"202111",18923,23196,-4.05,-18.42,23058
"Arbeitslose","Männer",2021,"202112",18978,23069,0.29,-17.73,22717
"Arbeitslose","Männer",2020,"202001",18439,18226,15.06,1.17,16141
"Arbeitslose","Männer",2020,"202002",18115,17551,-1.76,3.21,16188
"Arbeitslose","Männer",2020,"202003",17753,16756,-2,5.95,16271
"Arbeitslose","Männer",2020,"202004",22382,15815,26.07,41.52,16818
"Arbeitslose","Männer",2020,"202005",24846,15519,11.01,60.1,17596
"Arbeitslose","Männer",2020,"202006",25634,15352,3.17,66.97,18453
"Arbeitslose","Männer",2020,"202007",25811,15573,0.69,65.74,19306
"Arbeitslose","Männer",2020,"202008",26212,16118,1.55,62.63,20147
"Arbeitslose","Männer",2020,"202009",25478,15597,-2.8,63.35,20970
"Arbeitslose","Männer",2020,"202010",24401,15586,-4.23,56.56,21705
"Arbeitslose","Männer",2020,"202011",23196,15361,-4.94,51.01,22358
"Arbeitslose","Männer",2020,"202012",23069,16026,-0.55,43.95,22945
"Arbeitslose","Männer",2019,"201901",18226,19955,15.01,-8.66,16905
"Arbeitslose","Männer",2019,"201902",17551,19288,-3.7,-9.01,16760
"Arbeitslose","Männer",2019,"201903",16756,18355,-4.53,-8.71,16627
"Arbeitslose","Männer",2019,"201904",15815,17492,-5.62,-9.59,16487
"Arbeitslose","Männer",2019,"201905",15519,16749,-1.87,-7.34,16384
"Arbeitslose","Männer",2019,"201906",15352,16579,-1.08,-7.4,16282
"Arbeitslose","Männer",2019,"201907",15573,16189,1.44,-3.81,16231
"Arbeitslose","Männer",2019,"201908",16118,16834,3.5,-4.25,16171
"Arbeitslose","Männer",2019,"201909",15597,16159,-3.23,-3.48,16124
"Arbeitslose","Männer",2019,"201910",15586,15719,-0.07,-0.85,16113
"Arbeitslose","Männer",2019,"201911",15361,15417,-1.44,-0.36,16109
"Arbeitslose","Männer",2019,"201912",16026,15848,4.33,1.12,16123
"Arbeitslose","Männer",2018,"201801",19955,21312,15.91,-6.37,18748
"Arbeitslose","Männer",2018,"201802",19288,21112,-3.34,-8.64,18596
"Arbeitslose","Männer",2018,"201803",18355,20255,-4.84,-9.38,18437
"Arbeitslose","Männer",2018,"201804",17492,19490,-4.7,-10.25,18271
"Arbeitslose","Männer",2018,"201805",16749,18829,-4.25,-11.05,18097
"Arbeitslose","Männer",2018,"201806",16579,18345,-1.01,-9.63,17950
"Arbeitslose","Männer",2018,"201807",16189,18320,-2.35,-11.63,17773
"Arbeitslose","Männer",2018,"201808",16834,18889,3.98,-10.88,17601
"Arbeitslose","Männer",2018,"201809",16159,17906,-4.01,-9.76,17456
"Arbeitslose","Männer",2018,"201810",15719,17585,-2.72,-10.61,17300
"Arbeitslose","Männer",2018,"201811",15417,17068,-1.92,-9.67,17163
"Arbeitslose","Männer",2018,"201812",15848,17216,2.8,-7.95,17049
"Arbeitslose","Männer",2017,"201701",21312,23204,12.04,-8.15,20225
"Arbeitslose","Männer",2017,"201702",21112,22683,-0.94,-6.93,20095
"Arbeitslose","Männer",2017,"201703",20255,21908,-4.06,-7.55,19957
"Arbeitslose","Männer",2017,"201704",19490,21269,-3.78,-8.36,19809
"Arbeitslose","Männer",2017,"201705",18829,20643,-3.39,-8.79,19657
"Arbeitslose","Männer",2017,"201706",18345,19517,-2.57,-6.01,19560
"Arbeitslose","Männer",2017,"201707",18320,19498,-0.14,-6.04,19462
"Arbeitslose","Männer",2017,"201708",18889,19861,3.11,-4.89,19381
"Arbeitslose","Männer",2017,"201709",17906,19345,-5.2,-7.44,19261
"Arbeitslose","Männer",2017,"201710",17585,18808,-1.79,-6.5,19159
"Arbeitslose","Männer",2017,"201711",17068,18840,-2.94,-9.41,19011
"Arbeitslose","Männer",2017,"201712",17216,19021,0.87,-9.49,18861
"Arbeitslose","Männer",2016,"201601",23204,23431,15.06,-0.97,21340
"Arbeitslose","Männer",2016,"201602",22683,22983,-2.25,-1.31,21315
"Arbeitslose","Männer",2016,"201603",21908,22319,-3.42,-1.84,21281
"Arbeitslose","Männer",2016,"201604",21269,21903,-2.92,-2.89,21228
"Arbeitslose","Männer",2016,"201605",20643,21081,-2.94,-2.08,21191
"Arbeitslose","Männer",2016,"201606",19517,20776,-5.45,-6.06,21086
"Arbeitslose","Männer",2016,"201607",19498,21233,-0.1,-8.17,20942
"Arbeitslose","Männer",2016,"201608",19861,21164,1.86,-6.16,20833
"Arbeitslose","Männer",2016,"201609",19345,20767,-2.6,-6.85,20715
"Arbeitslose","Männer",2016,"201610",18808,20267,-2.78,-7.2,20593
"Arbeitslose","Männer",2016,"201611",18840,20214,0.17,-6.8,20479
"Arbeitslose","Männer",2016,"201612",19021,20167,0.96,-5.68,20383
"Arbeitslose","Männer",2015,"201501",23431,23694,13.74,-1.11,21612
"Arbeitslose","Männer",2015,"201502",22983,23434,-1.91,-1.92,21574
"Arbeitslose","Männer",2015,"201503",22319,23050,-2.89,-3.17,21513
"Arbeitslose","Männer",2015,"201504",21903,22103,-1.86,-0.9,21497
"Arbeitslose","Männer",2015,"201505",21081,21672,-3.75,-2.73,21447
"Arbeitslose","Männer",2015,"201506",20776,21205,-1.45,-2.02,21412
"Arbeitslose","Männer",2015,"201507",21233,21191,2.2,0.2,21415
"Arbeitslose","Männer",2015,"201508",21164,21080,-0.32,0.4,21422
"Arbeitslose","Männer",2015,"201509",20767,20901,-1.88,-0.64,21411
"Arbeitslose","Männer",2015,"201510",20267,20521,-2.41,-1.24,21390
"Arbeitslose","Männer",2015,"201511",20214,20153,-0.26,0.3,21395
"Arbeitslose","Männer",2015,"201512",20167,20600,-0.23,-2.1,21359
"Arbeitslose","Männer",2014,"201401",23694,22659,14.33,4.57,21248
"Arbeitslose","Männer",2014,"201402",23434,22323,-1.1,4.98,21341
"Arbeitslose","Männer",2014,"201403",23050,22065,-1.64,4.46,21423
"Arbeitslose","Männer",2014,"201404",22103,21342,-4.11,3.57,21486
"Arbeitslose","Männer",2014,"201405",21672,20946,-1.95,3.47,21547
"Arbeitslose","Männer",2014,"201406",21205,20455,-2.15,3.67,21609
"Arbeitslose","Männer",2014,"201407",21191,20798,-0.07,1.89,21642
"Arbeitslose","Männer",2014,"201408",21080,21281,-0.52,-0.94,21625
"Arbeitslose","Männer",2014,"201409",20901,20602,-0.85,1.45,21650
"Arbeitslose","Männer",2014,"201410",20521,20474,-1.82,0.23,21654
"Arbeitslose","Männer",2014,"201411",20153,20272,-1.79,-0.59,21644
"Arbeitslose","Männer",2014,"201412",20600,20724,2.22,-0.6,21634
"Arbeitslose","Männer",2013,"201301",22659,20687,15.74,9.53,19654
"Arbeitslose","Männer",2013,"201302",22323,20536,-1.48,8.7,19803
"Arbeitslose","Männer",2013,"201303",22065,20169,-1.16,9.4,19961
"Arbeitslose","Männer",2013,"201304",21342,19867,-3.28,7.42,20084
"Arbeitslose","Männer",2013,"201305",20946,19085,-1.86,9.75,20239
"Arbeitslose","Männer",2013,"201306",20455,18828,-2.34,8.64,20374
"Arbeitslose","Männer",2013,"201307",20798,19171,1.68,8.49,20510
"Arbeitslose","Männer",2013,"201308",21281,19486,2.32,9.21,20660
"Arbeitslose","Männer",2013,"201309",20602,18866,-3.19,9.2,20804
"Arbeitslose","Männer",2013,"201310",20474,18780,-0.62,9.02,20945
"Arbeitslose","Männer",2013,"201311",20272,18821,-0.99,7.71,21066
"Arbeitslose","Männer",2013,"201312",20724,19578,2.23,5.85,21162
"Arbeitslose","Männer",2012,"201201",20687,23399,14.38,-11.59,19847
"Arbeitslose","Männer",2012,"201202",20536,22533,-0.73,-8.86,19680
"Arbeitslose","Männer",2012,"201203",20169,22157,-1.79,-8.97,19515
"Arbeitslose","Männer",2012,"201204",19867,21256,-1.5,-6.53,19399
"Arbeitslose","Männer",2012,"201205",19085,20328,-3.94,-6.11,19295
"Arbeitslose","Männer",2012,"201206",18828,19498,-1.35,-3.44,19240
"Arbeitslose","Männer",2012,"201207",19171,19228,1.82,-0.3,19235
"Arbeitslose","Männer",2012,"201208",19486,19413,1.64,0.38,19241
"Arbeitslose","Männer",2012,"201209",18866,18620,-3.18,1.32,19261
"Arbeitslose","Männer",2012,"201210",18780,18470,-0.46,1.68,19287
"Arbeitslose","Männer",2012,"201211",18821,17885,0.22,5.23,19365
"Arbeitslose","Männer",2012,"201212",19578,18086,4.02,8.25,19490
"Arbeitslose","Männer",2011,"201101",23399,25988,11.57,-9.96,22235
"Arbeitslose","Männer",2011,"201102",22533,25544,-3.7,-11.79,21984
"Arbeitslose","Männer",2011,"201103",22157,24942,-1.67,-11.17,21752
"Arbeitslose","Männer",2011,"201104",21256,23911,-4.07,-11.1,21531
"Arbeitslose","Männer",2011,"201105",20328,22582,-4.37,-9.98,21343
"Arbeitslose","Männer",2011,"201106",19498,21612,-4.08,-9.78,21167
"Arbeitslose","Männer",2011,"201107",19228,21312,-1.38,-9.78,20993
"Arbeitslose","Männer",2011,"201108",19413,21422,0.96,-9.38,20825
"Arbeitslose","Männer",2011,"201109",18620,20515,-4.08,-9.24,20668
"Arbeitslose","Männer",2011,"201110",18470,20315,-0.81,-9.08,20514
"Arbeitslose","Männer",2011,"201111",17885,20291,-3.17,-11.86,20313
"Arbeitslose","Männer",2011,"201112",18086,20972,1.12,-13.76,20073
"Arbeitslose","Männer",2010,"201001",25988,23032,10.92,12.83,24034
"Arbeitslose","Männer",2010,"201002",25544,23338,-1.71,9.45,24217
"Arbeitslose","Männer",2010,"201003",24942,23749,-2.36,5.02,24317
"Arbeitslose","Männer",2010,"201004",23911,24169,-4.13,-1.07,24295
"Arbeitslose","Männer",2010,"201005",22582,23869,-5.56,-5.39,24188
"Arbeitslose","Männer",2010,"201006",21612,23828,-4.3,-9.3,24003
"Arbeitslose","Männer",2010,"201007",21312,24005,-1.39,-11.22,23779
"Arbeitslose","Männer",2010,"201008",21422,24584,0.52,-12.86,23516
"Arbeitslose","Männer",2010,"201009",20515,24349,-4.23,-15.75,23196
"Arbeitslose","Männer",2010,"201010",20315,23725,-0.97,-14.37,22912
"Arbeitslose","Männer",2010,"201011",20291,23369,-0.12,-13.17,22655
"Arbeitslose","Männer",2010,"201012",20972,23430,3.36,-10.49,22451
"Arbeitslose","Männer",2009,"200901",23032,22525,15.34,2.25,20181
"Arbeitslose","Männer",2009,"200902",23338,22016,1.33,6,20291
"Arbeitslose","Männer",2009,"200903",23749,21407,1.76,10.94,20486
"Arbeitslose","Männer",2009,"200904",24169,20948,1.77,15.38,20755
"Arbeitslose","Männer",2009,"200905",23869,20326,-1.24,17.43,21050
"Arbeitslose","Männer",2009,"200906",23828,19478,-0.17,22.33,21412
"Arbeitslose","Männer",2009,"200907",24005,19226,0.74,24.86,21811
"Arbeitslose","Männer",2009,"200908",24584,19382,2.41,26.84,22244
"Arbeitslose","Männer",2009,"200909",24349,18727,-0.96,30.02,22713
"Arbeitslose","Männer",2009,"200910",23725,18727,-2.56,26.69,23129
"Arbeitslose","Männer",2009,"200911",23369,18933,-1.5,23.43,23499
"Arbeitslose","Männer",2009,"200912",23430,19969,0.26,17.33,23787
"Arbeitslose","Männer",2008,"200801",22525,26227,8.35,-14.12,22859
"Arbeitslose","Männer",2008,"200802",22016,26054,-2.26,-15.5,22522
"Arbeitslose","Männer",2008,"200803",21407,25543,-2.77,-16.19,22178
"Arbeitslose","Männer",2008,"200804",20948,24509,-2.14,-14.53,21881
"Arbeitslose","Männer",2008,"200805",20326,23442,-2.97,-13.29,21621
"Arbeitslose","Männer",2008,"200806",19478,22645,-4.17,-13.99,21357
"Arbeitslose","Männer",2008,"200807",19226,22463,-1.29,-14.41,21087
"Arbeitslose","Männer",2008,"200808",19382,22371,0.81,-13.36,20838
"Arbeitslose","Männer",2008,"200809",18727,21864,-3.38,-14.35,20577
"Arbeitslose","Männer",2008,"200810",18727,21199,0,-11.66,20371
"Arbeitslose","Männer",2008,"200811",18933,20899,1.1,-9.41,20207
"Arbeitslose","Männer",2008,"200812",19969,20790,5.47,-3.95,20139
"Arbeitslose","Männer",2007,"200701",26227,33804,6.08,-22.41,28325
"Arbeitslose","Männer",2007,"200702",26054,33347,-0.66,-21.87,27717
"Arbeitslose","Männer",2007,"200703",25543,33009,-1.96,-22.62,27095
"Arbeitslose","Männer",2007,"200704",24509,31811,-4.05,-22.95,26487
"Arbeitslose","Männer",2007,"200705",23442,30051,-4.35,-21.99,25936
"Arbeitslose","Männer",2007,"200706",22645,28986,-3.4,-21.88,25407
"Arbeitslose","Männer",2007,"200707",22463,27959,-0.8,-19.66,24949
"Arbeitslose","Männer",2007,"200708",22371,27509,-0.41,-18.68,24521
"Arbeitslose","Männer",2007,"200709",21864,26139,-2.27,-16.35,24165
"Arbeitslose","Männer",2007,"200710",21199,25321,-3.04,-16.28,23822
"Arbeitslose","Männer",2007,"200711",20899,24817,-1.42,-15.79,23495
"Arbeitslose","Männer",2007,"200712",20790,24724,-0.52,-15.91,23167
"Arbeitslose","Männer",2006,"200601",33804,,,,33804
"Arbeitslose","Männer",2006,"200602",33347,,-1.35,,33576
"Arbeitslose","Männer",2006,"200603",33009,,-1.01,,33387
"Arbeitslose","Männer",2006,"200604",31811,,-3.63,,32993
"Arbeitslose","Männer",2006,"200605",30051,,-5.53,,32404
"Arbeitslose","Männer",2006,"200606",28986,,-3.54,,31835
"Arbeitslose","Männer",2006,"200607",27959,,-3.54,,31281
"Arbeitslose","Männer",2006,"200608",27509,,-1.61,,30810
"Arbeitslose","Männer",2006,"200609",26139,,-4.98,,30291
"Arbeitslose","Männer",2006,"200610",25321,,-3.13,,29794
"Arbeitslose","Männer",2006,"200611",24817,,-1.99,,29341
"Arbeitslose","Männer",2006,"200612",24724,,-0.37,,28956
"Arbeitslose","Nichtdeutsche",2022,"202201",18014,22140,8.82,-18.64,19598
"Arbeitslose","Nichtdeutsche",2022,"202202",17598,22585,-2.31,-22.08,19182
"Arbeitslose","Nichtdeutsche",2022,"202203",17208,22458,-2.22,-23.38,18745
"Arbeitslose","Nichtdeutsche",2022,"202204",16661,21754,-3.18,-23.41,18320
"Arbeitslose","Nichtdeutsche",2022,"202205",16073,21347,-3.53,-24.71,17881
"Arbeitslose","Nichtdeutsche",2022,"202206",18516,20538,15.2,-9.85,17712
"Arbeitslose","Nichtdeutsche",2022,"202207",19923,19757,7.6,0.84,17726
"Arbeitslose","Nichtdeutsche",2022,"202208",20739,19393,4.1,6.94,17838
"Arbeitslose","Nichtdeutsche",2022,"202209",,18506,,,
"Arbeitslose","Nichtdeutsche",2022,"202210",,17536,,,
"Arbeitslose","Nichtdeutsche",2022,"202211",,16733,,,
"Arbeitslose","Nichtdeutsche",2022,"202212",,16554,,,
"Arbeitslose","Nichtdeutsche",2021,"202101",22140,15350,11.13,44.23,20304
"Arbeitslose","Nichtdeutsche",2021,"202102",22585,15222,2.01,48.37,20917
"Arbeitslose","Nichtdeutsche",2021,"202103",22458,14948,-0.56,50.24,21543
